1, 60
2, 61
3, 62
4, 63
5, 64
6, 65
16, 66
7, 67
8, 69
9, 71
10, 71
11, 74
12, 76
13, 78
14, 80
15, 82
17, 68
18, 70
19, 73
20, 75
21, 77
22, 79
23, 81
24, 83
25, 84
26, 85
27, 86
28, 87
